date,dategroup,time,hive,,solar radiation(1min mean)(1/2hr),solar radiation (mean)(6:00~16:00),wind speed(1min mean)(1/2hr),temperature(1min mean)(1/2hr),precipitation(mm)(1min mean)(1/2hr),outdoor temperature,indoor temperature (top),indoor temperature (mid),heat up,heating level,weather,opening,note,weight of pollen (g),weight of pollen (1hr),number of bees,average weight of pollen (mg),outlier,remove16,number of pollen,size of pollen,,,,,??????,weight_r,number_r,weight_1,number_1,weight_2,number_2,weight_3,number_3,weight_4,number_4,weight_5,number_5,weight_6,number_6,weight_7,number_7,weight_8,number_8,weight_9,number_9,weight_10,number_10,weight_11,number_11,weight_12,number_12,weight_13,number_13,weight_14,number_14,weight_15,number_15,weight_16,number_16,weight_17,number_17,weight_18,number_18,weight_19,number_19,weight_20,number_20,weight_21,number_21,weight_22,number_22,weight_23,number_23,weight_24,number_24,weight_25,number_25,weight_26,number_26,weight_27,number_27,weight_28,number_28,weight_29,number_29,weight_30,number_30,weight_31,number_31,weight_32,number_32,weight_33,number_33,weight_34,number_34,weight_35,number_35,weight_36,number_36,weight_37,number_37,weight_38,number_38,weight_39,number_39,weight_40,number_40,weight_41,number_41,weight_42,number_42,weight_43,number_43,weight_44,number_44,weight_45,number_45,weight_46,number_46,weight_47,number_47,weight_48,number_48,weight_49,number_49,weight_50,number_50,weight_51,number_51,weight_52,number_52,weight_53,number_53,weight_54,number_54,weight_56,number_56,weight_57,number_57,weight_58,number_58,weight_60,number_60,weight_61,number_61,weight_62,number_62,weight_63,number_63,weight_64,number_64,weight_66,number_66,weight_67,number_67,weight_68,number_68,weight_69,number_69,weight_70,number_70,weight_71,number_71,weight_72,number_72,weight_73,number_73,weight_74,number_74,weight_75,number_75
2020/10/1,1,07:00,A,,6.83,23.98,0.74,23.96,0,24.99,30.1,,1,mid,sunny,,,0.3268,0.4902,5275,0.09293282,,,,,,1.4462,1.1194,,,0.003,1,,,,,,,,,,,,,0.065,15,0.1501,26,,,,,,,0.001,1,,,,,0.0122,2,,,,,,,,,,,0.0059,1,,,,,,,,,,,0.005,1,,,,,,,0.011,3,,,,,,,,,0.0209,7,,,0.0097,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,07:00,B,,6.83,23.98,0.74,23.96,0,26.04,29.54,,0,,sunny,,,0.47,0.705,7265,0.09704654,,,,,,1.5848,1.1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,08:00,A,,23.16,23.98,0.81,26.19,0,26.38,30.88,,1,mid,sunny,,,0.221,0.3315,5275,0.06284625,,,,,,1.3255,1.1045,,,0.0017,1,,,,,,,,,,,,,0.06,16,0.0388,8,,,,,,,0.0084,2,,,,,,,,,0.0251,4,,,,,,,,,,,,,,,,,,,0.0048,1,,,,,,,,,,,0.0123,4,,,,,0.0363,8,,,0.0185,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,08:00,B,,23.16,23.98,0.81,26.19,0,27.71,30.6,,0,,sunny,,,0.2799,0.41985,7265,0.05779431,,,,,,1.3907,1.1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,09:00,A,,21.84,23.98,1.14,26.34,0,26.6,31.27,,1,mid,sunny,,,0.4336,0.6504,5275,0.12330377,,,,,,1.5396,1.106,,,,,,,,,,,,,,,,,0.014,5,0.0527,10,,,0.0103,4,,,,,,,,,,,,,0.0063,1,0.0251,5,,,,,0.009,3,,,,,,,,,,,,,,,,,,,,,,,0.2294,53,,,0.0031,1,0.0452,10,,,0.0137,2,0.0085,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,09:00,B,,21.84,23.98,1.14,26.34,0,28.5,31.1,,0,,sunny,,,0.1961,0.29415,7265,0.04049112,,,,,,1.3019,1.1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,10:00,A,,27.67,23.98,1.3,26.91,0,26.83,32.86,,1,mid,sunny,Inspection,,1.0242,0.61452,5275,0.11650159,,,,,,2.1433,1.1191,,,0.0044,1,,,,,,,,,,,,,0.0506,11,0.601,88,,,0.202,66,,,,,0.0069,1,0.0038,1,,,,,0.0151,3,0.007,2,,,,,0.0403,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0085,2,0.0212,5,,,,,0.0086,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,10:00,B,,27.67,23.98,1.3,26.91,0,26.77,30.98,,0,,sunny,Inspection,,0.6641,0.39846,7265,0.05484988,,,,,,1.79,1.1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,12:00,A,,42.05,23.98,1.23,28.17,0,27.58,34.3,,1,mid,sunny,,,1.7336,1.04016,5275,0.19719504,,,,,,3.9659,2.2323,,,0.0194,4,,,,,,,,,,,,,0.0116,3,1.3277,180,,,0.263,86,,,,,,,,,,,0.0201,4,0.0171,3,,,,,,,0.0227,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0155,3,0.016,4,,,0.0021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,12:00,B,,42.05,23.98,1.23,28.17,0,27.43,32,,0,,sunny,,,0.7051,0.42306,7265,0.05823618,,,,,,1.8246,1.1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,14:00,A,,22.74,23.98,1.25,27.82,0,27.99,34.9,,1,mid,sunny,,,1.3878,0.83268,5275,0.15786068,,,,,,2.526,1.1382,,,0.0179,9,,,,,,,,,,,,,0.0114,3,1.0399,160,0.0046,1,0.1934,73,,,,,,,,,0.0042,1,0.0426,7,0.0027,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0082,2,,,0.006,1,0.0104,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,14:00,B,,22.74,23.98,1.25,27.82,0,27.93,32.67,,0,,sunny,,,0.892,0.5352,7265,0.07367278,,,,,,2.0034,1.1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,16:00,A,,,,,,,,,,0,,sunny,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,16:00,B,,,,,,,,,,1,mid,sunny,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,06:00,A,,2.04,32.79,0.65,23.82,0,24.39,30.14,,0,,sunny,,,1.8003,2.16036,5235,0.41267622,,,,,,4.0312,2.2309,,,,,,,,,,,,,,,,,0.1576,37,1.3193,172,,,,,,,,,,,,,0.0145,2,,,,,,,,,,,,,,,,,,,,,,,0.0042,1,,,,,,,,,,,,,,,,,,,0.0056,1,0.0374,10,,,0.0462,9,0.0085,2,0.0113,2,0.0126,2,0.0091,4,0.0078,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,06:00,B,,2.04,32.79,0.65,23.82,0,24.37,30.02,,1,mid,sunny,battery,,1.7692,2.12304,7354,0.28869187,,,,,,3.9902,2.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,07:00,A,,8.36,32.79,1.03,25.37,0,25.95,31.2,,0,,sunny,,,0.5821,0.69852,5235,0.13343266,,,,,,1.6951,1.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,07:00,B,,8.36,32.79,1.03,25.37,0,25.65,32.35,,1,mid,sunny,,,0.1896,0.22752,7354,0.03093826,,,,,,1.3183,1.1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,08:00,A,,27.46,32.79,1.14,27.09,0,27.65,32.1,,0,,sunny,,,0.6259,0.75108,5235,0.14347278,,,,,,1.7347,1.1088,,,,,,,,,,,,,,,,,0.0412,6,0.0294,5,,,0.0255,9,,,,,,,,,,,,,0.003,1,,,,,,,,,,,,,,,,,,,,,,,0.3239,67,,,,,,,,,,,,,0.1212,27,,,,,,,,,,,,,0.011,1,,,,,0.0418,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,08:00,B,,27.46,32.79,1.14,27.09,0,26.55,33.15,,1,mid,sunny,,,0.0927,0.11124,7354,0.01512646,,,,,,1.2015,1.1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,09:00,A,,38.05,32.79,1.2,28.73,0,29.15,32.35,,0,,sunny,,,0.5366,0.64392,5235,0.12300287,,,,,,1.6496,1.113,,,0.0125,2,,,,,,,,,,,,,0.0299,4,0.0566,10,,,0.0938,27,,,,,,,,,,,,,0.0128,2,,,,,,,,,,,,,,,,,,,,,,,0.2518,53,,,,,,,,,,,,,0.046,9,,,,,,,,,,,,,0.0166,2,,,,,0.036,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,09:00,B,,38.05,32.79,1.2,28.73,0,27.95,33.95,,1,mid,sunny,,,0.1098,0.13176,7354,0.01791678,,,,,,1.2078,1.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,10:00,A,,48.31,32.79,1.55,29.78,0,29.8,32.55,,0,,sunny,,,1.1655,0.63572727,5235,0.12143787,,,,,,2.2602,1.0947,,,0.0151,3,,,,,,,,,,,,,0.0038,1,0.3516,56,0.0094,2,0.2056,69,,,,,,,,,,,,,0.009,2,,,,,,,,,,,,,,,,,,,,,,,0.4417,100,,,,,,,,,,,,,0.0366,8,,,,,,,,,,,,,0.011,2,,,,,0.035,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,10:00,B,,48.31,32.79,1.55,29.78,0,29.28,32.96,,1,mid,sunny,,,0.3384,0.18458182,7354,0.02509951,,,,,,1.456,1.1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,12:00,A,,47.15,32.79,1.6,30.23,0,29.6,32.8,,0,,sunny,,,0.5246,0.28614545,5235,0.05466007,,,,,,1.6441,1.1195,,,0.0146,2,,,,,,,,,,,,,0.0241,5,0.1263,19,,,0.118,38,,,,,,,,,,,0.0318,5,,,,,,,,,,,,,,,,,,,,,,,,,0.1895,41,,,,,,,,,,,,,0.0058,1,,,,,,,,,,,,,0.0122,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,12:00,B,,47.15,32.79,1.6,30.23,0,29.8,35.6,,1,mid,sunny,,,0.2711,0.14787273,7354,0.0201078,,,,,,1.3821,1.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,14:00,A,,28.66,32.79,1.49,29.36,0,29.27,33.6,,0,,sunny,,,0.603,0.32890909,5235,0.06282886,,,,,,1.7137,1.1107,,,0.032,5,,,,,,,,,,,,,0.0246,7,0.0508,7,,,0.3686,101,,,,,,,,,0.0005,1,0.006,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1156,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,14:00,B,,28.66,32.79,1.49,29.36,0,29.69,36.21,,1,mid,sunny,,,0.105,0.05727273,7354,0.00778797,,,,,,1.234,1.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,16:00,A,,,,,,,,,,1,mid,sunny,battery,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/2,2,16:00,B,,,,,,,,,,0,,sunny,battery,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,06:00,A,,1.43,32.18,0.36,22.52,0,23.83,30.05,,1,mid,sunny,battery,,5.7824,6.93888,5235,1.32547851,,,,,,11.3678,5.5854,,,0.0918,25,,,,,,,,,,,,,0.1762,34,2.8148,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0232,3,,,2.1977,366,,,0.0121,4,,,,,,,,,0.1284,34,0.0764,12,,,,,,,,,,,0.0156,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,06:00,B,,1.43,32.18,0.36,22.52,0,24.2,30.25,,0,,sunny,,,3.0067,3.60804,7354,0.49062279,,,,,,6.3128,3.3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,07:00,A,,8.34,32.18,0.65,26.02,0,26.55,31.9,,1,mid,sunny,,,1.8459,2.21508,5235,0.42312894,,,,,,4.0687,2.2228,,,0.0539,12,,,,,,,,,,,,,0.094,22,0.2551,37,,,,,,,,,,,0.0043,1,,,,,,,,,0.0115,2,0.0022,2,,,,,,,,,,,,,0.0062,2,,,1.0368,192,,,,,,,,,,,,,0.2099,48,,,,,,,,,,,,,0.045,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,07:00,B,,8.34,32.18,0.65,26.02,0,26.25,31.8,,0,,sunny,,,0.1481,0.17772,7354,0.02416644,,,,,,1.2716,1.1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,08:00,A,,29.42,32.18,0.88,29.18,0,29.54,33.48,,1,mid,sunny,,,1.4334,1.72008,5235,0.32857307,,,,,,3.6765,2.2431,,,0.0245,5,,,,,,,,,,,,,0.0602,12,0.0441,7,,,,,,,,,,,,,,,,,0.0538,10,,,0.0172,2,,,,,,,,,,,,,,,,,,,1.1118,187,,,,,,,,,,,,,0.1024,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,08:00,B,,29.42,32.18,0.88,29.18,0,28.27,32.98,,0,,sunny,,,0.1587,0.19044,7354,0.02589611,,,,,,1.2838,1.1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,09:00,A,,39.56,32.18,1.08,30.48,0,31.54,35.05,,1,mid,sunny,,,0.7142,0.85704,5235,0.16371347,,,,,,1.8088,1.0946,,,0.0098,3,,,,,,,,,,,,,0.0189,3,0.06,8,,,0.047,14,,,,,,,,,,,,,0.0062,1,,,,,,,,,,,,,,,,,,,,,,,0.5,98,,,,,,,,,,,,,0.0412,7,,,,,,,,,,,,,0.0147,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,09:00,B,,39.56,32.18,1.08,30.48,0,29.66,33.85,,0,,sunny,,,0.1869,0.22428,7354,0.03049769,,,,,,1.3153,1.1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,10:00,A,,49.13,32.18,1.29,31.76,0,32.1,35.72,,1,mid,sunny,,,3.247,1.77109091,5235,0.33831727,,,,,,6.5839,3.3369,,,0.011,2,,,,,,,,,,,,,,,0.4119,67,,,0.2792,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.362,472,0.0568,10,,,,,,,,,,,0.0511,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,10:00,B,,49.13,32.18,1.29,31.76,0,31.1,34.91,,0,,sunny,,,0.6176,0.33687273,7354,0.04580809,,,,,,1.7371,1.1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,12:00,A,,46.88,32.18,1.29,32.13,0,31.7,36.05,,1,mid,sunny,,,4.3746,2.38614545,5235,0.4558062,,,,,,8.8425,4.4679,,,,,,,,,,,,,,,,,0.0039,1,0.137,25,,,0.1204,36,,,,,,,,,,,,,0.0206,5,,,,,,,,,,,,,,,,,,,,,,,4.0282,823,0.0366,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,12:00,B,,46.88,32.18,1.29,32.13,0,31.6,35.62,,0,,sunny,,,0.3689,0.20121818,7354,0.02736173,,,,,,1.507,1.1381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,14:00,A,,25.72,32.18,1.28,31.14,0,31.05,35.79,,1,mid,sunny,,,1.8649,1.01721818,5235,0.19431102,,,,,,4.096,2.2311,,,0.0527,10,,,,,,,,,,,,,,,0.0262,5,,,0.2571,76,,,,,,,,,,,,,0.0194,4,,,,,,,,,,,,,,,,,,,,,,,1.4713,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,14:00,B,,25.72,32.18,1.28,31.14,0,31.39,35.79,,0,,sunny,,,0.4003,0.21834545,7354,0.02969071,,,,,,1.5258,1.1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,16:00,A,,,,,,,,,,0,,sunny,battery,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/3,2,16:00,B,,,,,,,,,,1,mid,sunny,battery,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,06:00,A,,1.99,31.32,0.29,24.03,0,24.74,29.33,,0,,sunny,,,13.256,15.9072,5235,3.03862464,V,,,,,25.4404,12.1844,,,0.2884,50,,,,,,,,,,,,,0.2379,41,2.7718,270,,,,,,,,,,,,,,,,,0.0285,4,,,,,,,,,,,,,,,,,,,0.0188,2,,,8.9945,1407,,,,,,,,,,,,,0.2881,62,,,,,,,,,,,,,,,,,,,0.0201,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,06:00,B,,1.99,31.32,0.29,24.03,0,25.37,31.96,,1,mid,sunny,battery,,5.2374,6.28488,7354,0.85462061,,,,,,10.8204,5.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,07:00,A,,10.25,31.32,0.51,26.3,0,27.49,31.27,,0,,sunny,,,2.3537,2.82444,5235,0.53953009,,,,,,4.5882,2.2345,,,0.0764,19,,,,,,,0,1,,,,,0.109,17,0.1537,21,,,,,,,,,,,,,,,,,0.015,3,,,,,,,,,,,,,,,,,,,,,,,1.7888,274,,,,,,,,,,,,,0.148,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,07:00,B,,10.25,31.32,0.51,26.3,0,27.16,33.95,,1,mid,sunny,,,0.2642,0.31704,7354,0.04311123,,,,,,1.3842,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,08:00,A,,28.28,31.32,0.59,29.02,0,29.73,33.1,,0,,sunny,,,0.8221,0.98652,5235,0.18844699,,,,,,1.9507,1.1286,,,0.0088,2,,,,,,,,,,,,,0.0214,4,0.0047,1,,,,,,,,,,,,,,,,,,,0.0159,5,,,,,,,,,,,,,,,,,,,,,0.5989,98,0.0265,4,,,,,,,,,,,0.1075,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,08:00,B,,28.28,31.32,0.59,29.02,0,28.48,35.24,,1,mid,sunny,,,0.1885,0.2262,7354,0.03075877,,,,,,1.2993,1.1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
